No,Loan_No,Loan_Code,Batch,Township,Region_State,Entity Name,Loan_Type,Company_Registration_No,Source
53,C-00028,01-053,ပထမအသုတ်,ကမာရွတ်,ရန်ကုန်တိုင်းဒေသကြီး,"Golden Rock Hotel Co.,Ltd",သိန်း ၁၀၀၀ အောက်,170151488,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
54,C-00029,01-054,ပထမအသုတ်,ဗဟန်း,ရန်ကုန်တိုင်းဒေသကြီး,"HOTEL ""M"" MANAGEMENT COMPANY LIMITED",သိန်း ၁၀၀၀ အောက်,113547235,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
55,C-00033,01-055,ပထမအသုတ်,ကျောက်ပန်းတောင်း,မန္တလေးတိုင်းဒေသကြီး,"Diamond Popa Co.,Ltd",သိန်း ၁၀၀၀ အောက်,97/2018-2019(NPW),CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
56,C-00011,01-056,ပထမအသုတ်,လက်ပံတန်း,ပဲခူးတိုင်းဒေသကြီး,Royal Pine Land Motel,သိန်း ၁၀၀၀ အောက်,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
57,A-00002,01-057,ပထမအသုတ်,မြောက်ဥက္ကလာပ,ရန်ကုန်တိုင်းဒေသကြီး,"Quality Apparel Co.,Ltd",သိန်း ၁၀၀၀ အောက်,103514703,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
58,D-00005,01-058,ပထမအသုတ်,ဗိုလ်တထောင်,ရန်ကုန်တိုင်းဒေသကြီး,"Myanmar Ever Bright Star Co.,Ltd",သိန်း ၁၀၀၀ အောက်,105445024,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
59,D-00009,01-059,ပထမအသုတ်,ဗဟန်း,ရန်ကုန်တိုင်းဒေသကြီး,"အရိန္ဒမာ ခရီးသွားလုပ်ငန်းကုမ္ပဏီလီမိတက် AYEINDAMAR TRAVELS & TOURS CO., LTD",သိန်း ၁၀၀၀ အောက်,104092950,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
60,D-00018,01-060,ပထမအသုတ်,ဗိုလ်တထောင်,ရန်ကုန်တိုင်းဒေသကြီး,"Apex International Co.,Ltd",သိန်း ၁၀၀၀ အောက်,100046016,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
61,D-00019,01-061,ပထမအသုတ်,စမ်းချောင်း,ရန်ကုန်တိုင်းဒေသကြီး,"Sweet Memory Travel Co.,Ltd",သိန်း ၁၀၀၀ အောက်,111482071,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
62,D-00020,01-062,ပထမအသုတ်,ကမာရွတ်,ရန်ကုန်တိုင်းဒေသကြီး,"Marco Polo Green Business Co.,Ltd",သိန်း ၁၀၀၀ အောက်,115584855,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
63,D-00023,01-063,ပထမအသုတ်,လမ်းမတော်,ရန်ကုန်တိုင်းဒေသကြီး,"SM Tours & Transport Co.,Ltd",သိန်း ၁၀၀၀ အောက်,110776241,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
64,D-00035,01-064,ပထမအသုတ်,တောင်ဥက္ကလာပ,ရန်ကုန်တိုင်းဒေသကြီး,"Mega Two Star Co.,Ltd",သိန်း ၁၀၀၀ အောက်,104924190,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
65,D-00038,01-065,ပထမအသုတ်,မြောက်ဥက္ကလာပ,ရန်ကုန်တိုင်းဒေသကြီး,"Woben Services Co.,Ltd  ဦးပိန် ဝန်ဆောင်မှုကုမ္ပဏီလီမိတက်",သိန်း ၁၀၀၀ အောက်,113922605,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
66,D-00044,01-066,ပထမအသုတ်,စမ်းချောင်း,ရန်ကုန်တိုင်းဒေသကြီး,ရွှေအိမ်ရှင် ခရီးသွားလာရေးကုမ္ပဏီလီမိတက် GOLDEN HOST TRAVELS & TOURS COMPANY LIMITED,သိန်း ၁၀၀၀ အောက်,105825234,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
67,D-00054,01-067,ပထမအသုတ်,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,"Powerful Co.,Ltd",သိန်း ၁၀၀၀ အောက်,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
68,D-00060,01-068,ပထမအသုတ်,တောင်ဥက္ကလာပ,ရန်ကုန်တိုင်းဒေသကြီး,"Great Golden Empire Co.,Ltd",သိန်း ၁၀၀၀ အောက်,113969652,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
69,F-00011,01-069,ပထမအသုတ်,ဗိုလ်တထောင်,ရန်ကုန်တိုင်းဒေသကြီး,မြန်မာရွှေပြည် သင်္ကန်းတိုက်,သိန်း ၁၀၀၀ အောက်,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
70,F-00023,01-070,ပထမအသုတ်,ဒဂုံမြို့သစ်(တောင်ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,"Myanmar Technologies Industry Co.,Ltd",သိန်း ၁၀၀၀ အောက်,102025199,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
71,F-00030,01-071,ပထမအသုတ်,ဒဂုံမြို့သစ်(အရှေ့ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,မထွေးထွေး အထည်ချုပ်လုပ်ငန်း,သိန်း ၁၀၀၀ အောက်,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
72,F-00032,01-072,ပထမအသုတ်,ဒဂုံမြို့သစ်(အရှေ့ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,ဒေါ်ခိုင်မာဦး ဖိနပ်လုပ်ငန်း,သိန်း ၁၀၀၀ အောက်,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
73,F-00033,01-073,ပထမအသုတ်,စမ်းချောင်း,ရန်ကုန်တိုင်းဒေသကြီး,"A 1 Plus International Co.,Ltd A ONE PLUS INTERNATIONAL COMPANY LIMITED",သိန်း ၁၀၀၀ အောက်,101869474,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
74,F-00035,01-074,ပထမအသုတ်,တောင်ဥက္ကလာပ,ရန်ကုန်တိုင်းဒေသကြီး,"Diamond Class Co.,Ltd ကွန်ပျူတာပန်းထိုးလုပ်ငန်း",သိန်း ၁၀၀၀ အောက်,110544626,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်မှုများအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၂/၂၀၂၀) (April 28)
